Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1721151202,54,,Aggregated,4.800000,4.800000,2500,7600,11000,12000,15000,16000,17000,17000,17000,17000,17000,57,57,2500,5226.771929824561,67,16587,14.228070175438596
1721151203,56,PUT,/_matrix/client/v3/profile/_/displayname,0.200000,0.200000,69,69,69,69,69,69,69,69,69,69,69,5,5,69,68.4,67,69,19.0
1721151203,56,GET,/_matrix/client/v3/sync,4.600000,4.600000,360,370,370,370,390,400,400,400,400,400,400,52,52,3500,5722.7692307692305,347,16587,13.76923076923077
1721151203,56,,Aggregated,4.800000,4.800000,360,360,370,370,370,390,400,400,400,400,400,57,57,2500,5226.771929824561,67,16587,14.228070175438596
1721151204,58,PUT,/_matrix/client/v3/profile/_/displayname,0.200000,0.200000,69,69,69,69,69,69,69,69,69,69,69,5,5,69,68.4,67,69,19.0
1721151204,58,GET,/_matrix/client/v3/sync,4.600000,4.600000,360,370,370,370,390,400,400,400,400,400,400,52,52,3500,5722.7692307692305,347,16587,13.76923076923077
1721151204,58,,Aggregated,4.800000,4.800000,360,360,370,370,370,390,400,400,400,400,400,57,57,2500,5226.771929824561,67,16587,14.228070175438596
1721151205,60,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,6,6,69,68.5,67,69,19.0
1721151205,60,GET,/_matrix/client/v3/sync,5.200000,5.200000,360,370,380,380,380,400,400,400,400,400,400,58,58,2500,5169.206896551724,347,16587,14.310344827586206
1721151205,60,,Aggregated,5.700000,5.700000,360,370,370,380,380,380,400,400,400,400,400,64,64,550,4691.015625,67,16587,14.75
1721151206,62,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,6,6,69,68.5,67,69,19.0
1721151206,62,GET,/_matrix/client/v3/sync,5.200000,5.200000,360,370,380,380,380,400,400,400,400,400,400,58,58,2500,5169.206896551724,347,16587,14.310344827586206
1721151206,62,,Aggregated,5.700000,5.700000,360,370,370,380,380,380,400,400,400,400,400,64,64,550,4691.015625,67,16587,14.75
1721151207,64,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,6,6,69,68.5,67,69,19.0
1721151207,64,GET,/_matrix/client/v3/sync,2.000000,2.000000,370,370,380,380,380,380,380,380,380,380,380,59,59,2500,5087.983050847458,347,16587,14.389830508474576
1721151207,64,,Aggregated,2.500000,2.500000,360,370,370,380,380,380,380,380,380,380,380,65,65,550,4624.6461538461535,67,16587,14.815384615384616
1721151208,66,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,6,6,69,68.5,67,69,19.0
1721151208,66,GET,/_matrix/client/v3/sync,2.000000,2.000000,370,370,380,380,380,380,400,400,400,400,400,64,64,550,4719.734375,347,16587,14.75
1721151208,66,,Aggregated,2.500000,2.500000,360,370,380,380,380,380,400,400,400,400,400,70,70,400,4321.057142857143,67,16587,15.114285714285714
1721151209,68,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,6,6,69,68.5,67,69,19.0
1721151209,68,GET,/_matrix/client/v3/sync,2.000000,2.000000,370,380,380,380,380,400,400,400,400,400,400,64,64,550,4719.734375,347,16587,14.75
1721151209,68,,Aggregated,2.500000,2.500000,370,370,380,380,380,380,400,400,400,400,400,70,70,400,4321.057142857143,67,16587,15.114285714285714
1721151210,70,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,6,6,69,68.5,67,69,19.0
1721151210,70,GET,/_matrix/client/v3/sync,2.000000,2.000000,370,380,380,380,380,400,400,400,400,400,400,64,64,550,4719.734375,347,16587,14.75
1721151210,70,,Aggregated,2.500000,2.500000,370,370,380,380,380,380,400,400,400,400,400,70,70,400,4321.057142857143,67,16587,15.114285714285714
1721151211,72,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,7,7,69,68.57142857142857,67,69,19.0
1721151211,72,GET,/_matrix/client/v3/sync,2.000000,2.000000,370,380,380,380,490,510,1500,1500,1500,1500,1500,69,66,540,4424.260869565217,347,16587,1532.4347826086957
1721151211,72,,Aggregated,2.500000,2.500000,370,380,380,380,490,510,1500,1500,1500,1500,1500,76,73,400,4023.0789473684213,67,16587,1393.0394736842106
1721151212,74,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,7,7,69,68.57142857142857,67,69,19.0
1721151212,74,GET,/_matrix/client/v3/sync,2.000000,2.000000,370,380,380,380,490,510,1500,1500,1500,1500,1500,69,66,540,4424.260869565217,347,16587,1532.4347826086957
1721151212,74,,Aggregated,2.500000,2.500000,370,380,380,380,490,510,1500,1500,1500,1500,1500,76,73,400,4023.0789473684213,67,16587,1393.0394736842106
1721151213,76,PUT,/_matrix/client/v3/profile/_/displayname,0.500000,0.500000,69,69,69,69,69,69,69,69,69,69,69,7,7,69,68.57142857142857,67,69,19.0
1721151213,76,GET,/_matrix/client/v3/sync,2.000000,2.000000,380,380,400,400,510,1500,1500,1500,1500,1500,1500,69,66,540,4424.260869565217,347,16587,1532.4347826086957
1721151213,76,,Aggregated,2.500000,2.500000,380,380,380,400,510,1500,1500,1500,1500,1500,1500,76,73,400,4023.0789473684213,67,16587,1393.0394736842106
1721151214,78,PUT,/_matrix/client/v3/profile/_/displayname,0.200000,0.200000,69,69,69,69,69,69,69,69,69,69,69,7,7,69,68.57142857142857,67,69,19.0
1721151214,78,GET,/_matrix/client/v3/sync,1.900000,1.800000,380,400,510,1500,1600,1600,1600,1600,1600,1600,1600,72,66,550,4305.597222222223,347,16587,4487.986111111111
1721151214,78,,Aggregated,2.100000,2.000000,380,380,490,510,1500,1600,1600,1600,1600,1600,1600,79,73,490,3930.1645569620255,67,16587,4092.0
1721151215,80,PUT,/_matrix/client/v3/profile/_/displayname,0.200000,0.200000,69,69,69,69,69,69,69,69,69,69,69,7,7,69,68.57142857142857,67,69,19.0
1721151215,80,GET,/_matrix/client/v3/sync,1.900000,1.800000,380,400,510,1500,1600,1600,1600,1600,1600,1600,1600,72,66,550,4305.597222222223,347,16587,4487.986111111111
1721151215,80,,Aggregated,2.100000,2.000000,380,380,490,510,1500,1600,1600,1600,1600,1600,1600,79,73,490,3930.1645569620255,67,16587,4092.0
1721151216,82,PUT,/_matrix/client/v3/profile/_/displayname,0.200000,0.200000,69,69,69,69,69,69,69,69,69,69,69,7,7,69,68.57142857142857,67,69,19.0
1721151216,82,GET,/_matrix/client/v3/sync,1.900000,1.800000,400,510,1500,1500,1600,1600,1600,1600,1600,1600,1600,72,66,550,4305.597222222223,347,16587,4487.986111111111
1721151216,82,,Aggregated,2.100000,2.000000,400,510,1500,1500,1600,1600,1600,1600,1600,1600,1600,79,73,490,3930.1645569620255,67,16587,4092.0
1721151217,84,PUT,/_matrix/client/v3/profile/_/displayname,0.200000,0.200000,0,0,0,0,0,0,0,0,0,0,0,7,7,69,68.57142857142857,67,69,19.0
1721151217,84,GET,/_matrix/client/v3/sync,1.800000,1.200000,490,1500,1600,1600,3200,3600,3600,3600,3600,3600,3600,74,66,1500,4281.756756756757,347,16587,6189.918918918919
1721151217,84,,Aggregated,2.000000,1.400000,490,1500,1600,1600,3200,3600,3600,3600,3600,3600,3600,81,73,510,3917.6543209876545,67,16587,5656.62962962963
1721151218,86,PUT,/_matrix/client/v3/profile/_/displayname,0.200000,0.200000,0,0,0,0,0,0,0,0,0,0,0,7,7,69,68.57142857142857,67,69,19.0
1721151218,86,GET,/_matrix/client/v3/sync,1.800000,1.200000,490,1500,1600,1600,3200,3600,3600,3600,3600,3600,3600,74,66,1500,4281.756756756757,347,16587,6189.918918918919
1721151218,86,,Aggregated,2.000000,1.400000,490,1500,1600,1600,3200,3600,3600,3600,3600,3600,3600,81,73,510,3917.6543209876545,67,16587,5656.62962962963
